mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,coordinates,Longitude,Latitude,Depth,id,time_format_full,time_format_hms,time_format_ymd,year,month,day,hours,minutes,seconds
3.1,Turkey,1073288612200,1415323259378,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000ch66,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000ch66&format=geojson,,,,,reviewed,0,148,us,p000ch66,",usp000ch66,",",us,",",impact-text,origin,phase-data,",4.0,,,206.4,md,earthquake,"M 3.1 - 15 km N of Erzincan, Turkey","[39.461, 39.876, 5]",39.461, 39.876, 5,usp000ch66,2004-01-05 10:43:32.200000,10:43:32,2004-01-05,2004,01,05,10,43,32.200000
3.2,Turkey,1073311953400,1415323259422,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000ch6u,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000ch6u&format=geojson,,,,,reviewed,0,158,us,p000ch6u,",usp000ch6u,",",us,",",impact-text,origin,phase-data,",12.0,,,85.6,md,earthquake,"M 3.2 - 7 km SW of ?uhut, Turkey","[30.483, 38.483, 5]",30.483, 38.483, 5,usp000ch6u,2004-01-05 17:12:33.400000,17:12:33,2004-01-05,2004,01,05,17,12,33.400000
3.3,Turkey,1073348252700,1415323259506,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000ch7x,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000ch7x&format=geojson,,,,,reviewed,0,168,us,p000ch7x,",usp000ch7x,",",us,",",impact-text,origin,phase-data,",4.0,,,149.2,md,earthquake,"M 3.3 - 14 km S of Saimbeyli, Turkey","[36.112, 37.859, 10]",36.112, 37.859, 10,usp000ch7x,2004-01-06 03:17:32.700000,03:17:32,2004-01-06,2004,01,06,03,17,32.700000
3.0,Turkey,1073366070000,1415323259586,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000ch8k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000ch8k&format=geojson,,,,,reviewed,0,138,us,p000ch8k,",usp000ch8k,",",us,",",impact-text,origin,phase-data,",12.0,,,68.3,md,earthquake,"M 3.0 - 27 km NNE of Karacabey, Turkey","[28.438, 40.452, 10]",28.438, 40.452, 10,usp000ch8k,2004-01-06 08:14:30,08:14:30,2004-01-06,2004,01,06,08,14,30
3.2,Turkey,1073367290500,1415323259589,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000ch8n,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000ch8n&format=geojson,,,,,reviewed,0,158,us,p000ch8n,",usp000ch8n,",",us,",",impact-text,origin,phase-data,",11.0,,,80.9,md,earthquake,"M 3.2 - 18 km NW of Tuzlukçu, Turkey","[31.459, 38.573, 10]",31.459, 38.573, 10,usp000ch8n,2004-01-06 08:34:50.500000,08:34:50,2004-01-06,2004,01,06,08,34,50.500000
4.7,Turkey,1073385551680,1415323259711,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000ch9c,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000ch9c&format=geojson,,,,,reviewed,0,340,us,p000ch9c,",usp000ch9c,",",us,",",impact-text,origin,phase-data,",166.0,,,69.1,mb,earthquake,"M 4.7 - 7 km WNW of Do?anyol, Turkey","[38.964, 38.341, 5.7]",38.964, 38.341, 5.7,usp000ch9c,2004-01-06 13:39:11.680000,13:39:11,2004-01-06,2004,01,06,13,39,11.680000
3.2,Turkey,1073391712800,1415323259742,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000ch9k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000ch9k&format=geojson,,,,,reviewed,0,158,us,p000ch9k,",usp000ch9k,",",us,",",impact-text,origin,phase-data,",4.0,,,117.8,md,earthquake,"M 3.2 - 12 km W of Do?anyol, Turkey","[38.899, 38.328, 7]",38.899, 38.328, 7,usp000ch9k,2004-01-06 15:21:52.800000,15:21:52,2004-01-06,2004,01,06,15,21,52.800000
4.0,Greece,1073396025490,1415323259746,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000ch9n,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000ch9n&format=geojson,,,,,reviewed,0,246,us,p000ch9n,",usp000ch9n,",",us,",",impact-text,origin,phase-data,",49.0,,1.08,77.0,mb,earthquake,"M 4.0 - 18 km W of Émponas, Greece","[27.656, 36.203, 94.1]",27.656, 36.203, 94.1,usp000ch9n,2004-01-06 16:33:45.490000,16:33:45,2004-01-06,2004,01,06,16,33,45.490000
3.8,Turkey,1073437969800,1415323259838,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000chat,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000chat&format=geojson,,,,,reviewed,0,222,us,p000chat,",usp000chat,",",us,",",impact-text,origin,phase-data,",17.0,,,69.9,ml,earthquake,"M 3.8 - 5 km SE of Keles, Turkey","[29.278, 39.88, 10]",29.278, 39.88, 10,usp000chat,2004-01-07 04:12:49.800000,04:12:49,2004-01-07,2004,01,07,04,12,49.800000
3.1,Turkey,1073469620400,1415323259962,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000chc6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000chc6&format=geojson,,,,,reviewed,0,148,us,p000chc6,",usp000chc6,",",us,",",impact-text,origin,phase-data,",4.0,,,159.1,md,earthquake,"M 3.1 - 8 km N of K?z?lkaya, Turkey","[30.446, 37.382, 13]",30.446, 37.382, 13,usp000chc6,2004-01-07 13:00:20.400000,13:00:20,2004-01-07,2004,01,07,13,00,20.400000
3.0,Turkey,1073484336500,1415323260007,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000chcm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000chcm&format=geojson,,,,,reviewed,0,138,us,p000chcm,",usp000chcm,",",us,",",impact-text,origin,phase-data,",4.0,,,225.0,md,earthquake,"M 3.0 - 8 km WNW of Sultanda??, Turkey","[31.138, 38.556, 7]",31.138, 38.556, 7,usp000chcm,2004-01-07 17:05:36.500000,17:05:36,2004-01-07,2004,01,07,17,05,36.500000
3.3,Turkey,1074104447000,1415323264164,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000chwk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000chwk&format=geojson,,,,,reviewed,0,168,us,p000chwk,",usp000chwk,",",us,",",impact-text,origin,phase-data,",4.0,,,250.1,md,earthquake,"M 3.3 - 12 km WSW of Fethiye, Turkey","[29, 36.59, 58]",29, 36.59, 58,usp000chwk,2004-01-14 21:20:47,21:20:47,2004-01-14,2004,01,14,21,20,47
4.0,Greece,1074457463400,1415323265875,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cj71,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000cj71&format=geojson,,,,,reviewed,0,246,us,p000cj71,",usp000cj71,",",us,",",impact-text,origin,phase-data,",38.0,,,64.5,ml,earthquake,"M 4.0 - 53 km WSW of Émponas, Greece","[27.33, 36, 23]",27.33, 36, 23,usp000cj71,2004-01-18 23:24:23.400000,23:24:23,2004-01-18,2004,01,18,23,24,23.400000
3.2,Greece,1074462206500,1415323265899,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cj76,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000cj76&format=geojson,,,,,reviewed,0,158,us,p000cj76,",usp000cj76,",",us,",",impact-text,origin,phase-data,",6.0,,,132.8,md,earthquake,"M 3.2 - 53 km WSW of Émponas, Greece","[27.36, 35.97, 31]",27.36, 35.97, 31,usp000cj76,2004-01-19 00:43:26.500000,00:43:26,2004-01-19,2004,01,19,00,43,26.500000
4.4,Turkey,1074770149250,1415323266681,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cjem,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000cjem&format=geojson,,,,,reviewed,0,298,us,p000cjem,",usp000cjem,",",us,",",impact-text,origin,phase-data,",36.0,,1.05,80.2,mb,earthquake,"M 4.4 - 6 km S of Tuzlukçu, Turkey","[31.632, 38.423, 41.6]",31.632, 38.423, 41.6,usp000cjem,2004-01-22 14:15:49.250000,14:15:49,2004-01-22,2004,01,22,14,15,49.250000
3.3,Greece,1075052537100,1415323267963,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cjnp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000cjnp&format=geojson,,,,,reviewed,0,168,us,p000cjnp,",usp000cjnp,",",us,",",impact-text,origin,phase-data,",4.0,,,211.1,md,earthquake,"M 3.3 - 37 km W of Émponas, Greece","[27.44, 36.21, 14]",27.44, 36.21, 14,usp000cjnp,2004-01-25 20:42:17.100000,20:42:17,2004-01-25,2004,01,25,20,42,17.100000
3.5,Turkey,1075140950380,1415323268292,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cjr3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000cjr3&format=geojson,,,,,reviewed,0,188,us,p000cjr3,",usp000cjr3,",",us,",",impact-text,origin,phase-data,",10.0,,1.15,196.3,ml,earthquake,"M 3.5 - 36 km SSW of Türkler, Turkey","[31.626, 36.314, 10]",31.626, 36.314, 10,usp000cjr3,2004-01-26 21:15:50.380000,21:15:50,2004-01-26,2004,01,26,21,15,50.380000
3.7,Turkey,1075358075500,1415323270130,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cjxe,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000cjxe&format=geojson,,,,,reviewed,0,211,us,p000cjxe,",usp000cjxe,",",us,",",impact-text,origin,phase-data,",12.0,,,180.5,md,earthquake,"M 3.7 - 23 km W of Marmara, Turkey","[27.28, 40.6, 35]",27.28, 40.6, 35,usp000cjxe,2004-01-29 09:34:35.500000,09:34:35,2004-01-29,2004,01,29,09,34,35.500000
3.4,Greece,1075579389400,1415323271074,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000ck48,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000ck48&format=geojson,,,,,reviewed,0,178,us,p000ck48,",usp000ck48,",",us,",",impact-text,origin,phase-data,",5.0,,,161.3,md,earthquake,"M 3.4 - 26 km SW of Kéfalos, Greece","[26.79, 36.55, 45]",26.79, 36.55, 45,usp000ck48,2004-01-31 23:03:09.400000,23:03:09,2004-01-31,2004,01,31,23,03,09.400000
3.3,Greece,1075802172100,1415323276528,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000ckan,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000ckan&format=geojson,,,,,reviewed,0,168,us,p000ckan,",usp000ckan,",",us,",",impact-text,origin,phase-data,",7.0,,,135.1,md,earthquake,"M 3.3 - 10 km WSW of Kremastí, Greece","[28.02, 36.36, 5]",28.02, 36.36, 5,usp000ckan,2004-02-03 12:56:12.100000,12:56:12,2004-02-03,2004,02,03,12,56,12.100000
4.0,Turkey,1075809019490,1415323276549,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000ckas,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000ckas&format=geojson,,,,,reviewed,0,246,us,p000ckas,",usp000ckas,",",us,",",impact-text,origin,phase-data,",11.0,,,134.0,md,earthquake,"M 4.0 - 4 km WSW of Erbaa, Turkey","[36.523, 40.653, 5]",36.523, 40.653, 5,usp000ckas,2004-02-03 14:50:19.490000,14:50:19,2004-02-03,2004,02,03,14,50,19.490000
5.1,Greece,1076188644200,1651510931231,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000ckns,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000ckns&format=geojson,,,,,reviewed,0,400,us,p000ckns,",gcmtc020704d,usp000ckns,gcmt20040207211724,iscgem7248843,",",gcmt,us,gcmt,iscgem,",",focal-mechanism,impact-text,moment-tensor,origin,phase-data,",423.0,,,35.3,mwc,earthquake,"M 5.1 - 65 km NNW of Karpathos, Greece","[26.91, 36.04, 25]",26.91, 36.04, 25,usp000ckns,2004-02-08 00:17:24.200000,00:17:24,2004-02-08,2004,02,08,00,17,24.200000
3.8,Greece,1076190020600,1415323279127,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cknv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000cknv&format=geojson,,,,,reviewed,0,222,us,p000cknv,",usp000cknv,",",us,",",impact-text,origin,phase-data,",6.0,,,117.5,md,earthquake,"M 3.8 - 28 km S of Mandráki, Greece","[27.18, 36.36, 51]",27.18, 36.36, 51,usp000cknv,2004-02-08 00:40:20.600000,00:40:20,2004-02-08,2004,02,08,00,40,20.600000
3.3,Turkey,1076203610600,1415323279199,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000ckpf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000ckpf&format=geojson,,,,,reviewed,0,168,us,p000ckpf,",usp000ckpf,",",us,",",impact-text,origin,phase-data,",13.0,,,140.8,md,earthquake,"M 3.3 - 11 km WNW of Altp?nar, Turkey","[32.627, 39.239, 5]",32.627, 39.239, 5,usp000ckpf,2004-02-08 04:26:50.600000,04:26:50,2004-02-08,2004,02,08,04,26,50.600000
4.3,Turkey,1076232474300,1415323279298,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000ckqa,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000ckqa&format=geojson,,,,,reviewed,0,284,us,p000ckqa,",usp000ckqa,",",us,",",impact-text,origin,phase-data,",46.0,,,33.1,mb,earthquake,"M 4.3 - 12 km W of Altp?nar, Turkey","[32.609, 39.199, 10]",32.609, 39.199, 10,usp000ckqa,2004-02-08 12:27:54.300000,12:27:54,2004-02-08,2004,02,08,12,27,54.300000
3.2,Greece,1076236312100,1415323279332,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000ckqn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000ckqn&format=geojson,,,,,reviewed,0,158,us,p000ckqn,",usp000ckqn,",",us,",",impact-text,origin,phase-data,",6.0,,,84.8,md,earthquake,"M 3.2 - 66 km NNW of Karpathos, Greece","[26.81, 36.01, 7]",26.81, 36.01, 7,usp000ckqn,2004-02-08 13:31:52.100000,13:31:52,2004-02-08,2004,02,08,13,31,52.100000
3.1,Turkey,1076238123600,1415323279338,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000ckqs,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000ckqs&format=geojson,,,,,reviewed,0,148,us,p000ckqs,",usp000ckqs,",",us,",",impact-text,origin,phase-data,",5.0,,,171.8,md,earthquake,"M 3.1 - 3 km S of Altp?nar, Turkey","[32.752, 39.174, 18]",32.752, 39.174, 18,usp000ckqs,2004-02-08 14:02:03.600000,14:02:03,2004-02-08,2004,02,08,14,02,03.600000
3.2,Turkey,1076261812600,1415323279407,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000ckrn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000ckrn&format=geojson,,,,,reviewed,0,158,us,p000ckrn,",usp000ckrn,",",us,",",impact-text,origin,phase-data,",5.0,,,157.0,md,earthquake,"M 3.2 - 11 km WNW of Altp?nar, Turkey","[32.626, 39.244, 11]",32.626, 39.244, 11,usp000ckrn,2004-02-08 20:36:52.600000,20:36:52,2004-02-08,2004,02,08,20,36,52.600000
3.2,Turkey,1076277603150,1415323279460,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cks8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000cks8&format=geojson,,,,,reviewed,0,158,us,p000cks8,",usp000cks8,",",us,",",impact-text,origin,phase-data,",5.0,,0.4,167.2,md,earthquake,"M 3.2 - 5 km SW of Do?anyol, Turkey","[38.989, 38.268, 10]",38.989, 38.268, 10,usp000cks8,2004-02-09 01:00:03.150000,01:00:03,2004-02-09,2004,02,09,01,00,03.150000
3.0,Turkey,1076344307800,1415323279838,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000ckua,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000ckua&format=geojson,,,,,reviewed,0,138,us,p000ckua,",usp000ckua,",",us,",",impact-text,origin,phase-data,",4.0,,,196.0,md,earthquake,"M 3.0 - 8 km SE of Pamukkale, Turkey","[29.172, 37.857, 27]",29.172, 37.857, 27,usp000ckua,2004-02-09 19:31:47.800000,19:31:47,2004-02-09,2004,02,09,19,31,47.800000
3.0,Turkey,1076355468000,1415323279866,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000ckuq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000ckuq&format=geojson,,,,,reviewed,0,138,us,p000ckuq,",usp000ckuq,",",us,",",impact-text,origin,phase-data,",7.0,,,101.0,md,earthquake,"M 3.0 - 17 km W of Sungurlu, Turkey","[34.163, 40.166, 4]",34.163, 40.166, 4,usp000ckuq,2004-02-09 22:37:48,22:37:48,2004-02-09,2004,02,09,22,37,48
3.3,Greece,1076402797300,1415323279993,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000ckw4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000ckw4&format=geojson,,,,,reviewed,0,168,us,p000ckw4,",usp000ckw4,",",us,",",impact-text,origin,phase-data,",17.0,,,112.0,md,earthquake,"M 3.3 - 27 km SW of Kéfalos, Greece","[26.73, 36.58, 144]",26.73, 36.58, 144,usp000ckw4,2004-02-10 11:46:37.300000,11:46:37,2004-02-10,2004,02,10,11,46,37.300000
3.8,Turkey,1076455631900,1415323280168,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000ckxg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000ckxg&format=geojson,,,,,reviewed,0,222,us,p000ckxg,",usp000ckxg,",",us,",",impact-text,origin,phase-data,",6.0,,,90.8,md,earthquake,"M 3.8 - 3 km WNW of Kovanc?lar, Turkey","[39.824, 38.735, 10]",39.824, 38.735, 10,usp000ckxg,2004-02-11 02:27:11.900000,02:27:11,2004-02-11,2004,02,11,02,27,11.900000
3.2,Turkey,1076483983500,1415323280325,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000ckyu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000ckyu&format=geojson,,,,,reviewed,0,158,us,p000ckyu,",usp000ckyu,",",us,",",impact-text,origin,phase-data,",5.0,,,131.5,md,earthquake,"M 3.2 - 11 km SW of Belek, Turkey","[30.979, 36.784, 14]",30.979, 36.784, 14,usp000ckyu,2004-02-11 10:19:43.500000,10:19:43,2004-02-11,2004,02,11,10,19,43.500000
3.5,Turkey,1076503525500,1415323280452,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000ckzf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000ckzf&format=geojson,,,,,reviewed,0,188,us,p000ckzf,",usp000ckzf,",",us,",",impact-text,origin,phase-data,",7.0,,,187.7,md,earthquake,"M 3.5 - 80 km SE of Tekirova, Turkey","[31.139, 35.977, 10]",31.139, 35.977, 10,usp000ckzf,2004-02-11 15:45:25.500000,15:45:25,2004-02-11,2004,02,11,15,45,25.500000
3.3,Turkey,1076559724200,1415323280590,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cm0z,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000cm0z&format=geojson,,,,,reviewed,0,168,us,p000cm0z,",usp000cm0z,",",us,",",impact-text,origin,phase-data,",10.0,,,103.4,md,earthquake,"M 3.3 - 15 km NW of Altp?nar, Turkey","[32.644, 39.315, 5]",32.644, 39.315, 5,usp000cm0z,2004-02-12 07:22:04.200000,07:22:04,2004-02-12,2004,02,12,07,22,04.200000
3.2,Turkey,1076664941500,1415323280937,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cm3f,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000cm3f&format=geojson,,,,,reviewed,0,158,us,p000cm3f,",usp000cm3f,",",us,",",impact-text,origin,phase-data,",5.0,,,208.2,md,earthquake,"M 3.2 - 19 km NW of Yenifoça, Turkey","[26.682, 38.869, 16]",26.682, 38.869, 16,usp000cm3f,2004-02-13 12:35:41.500000,12:35:41,2004-02-13,2004,02,13,12,35,41.500000
3.1,Turkey,1076720787200,1415323281033,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cm4r,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000cm4r&format=geojson,,,,,reviewed,0,148,us,p000cm4r,",usp000cm4r,",",us,",",impact-text,origin,phase-data,",6.0,,,121.3,md,earthquake,"M 3.1 - 10 km NW of Akköy, Turkey","[29.007, 38.032, 25]",29.007, 38.032, 25,usp000cm4r,2004-02-14 04:06:27.200000,04:06:27,2004-02-14,2004,02,14,04,06,27.200000
3.1,Turkey,1076728101900,1415323281041,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cm4v,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000cm4v&format=geojson,,,,,reviewed,0,148,us,p000cm4v,",usp000cm4v,",",us,",",impact-text,origin,phase-data,",4.0,,,126.2,md,earthquake,"M 3.1 - 10 km E of Pamukkale, Turkey","[29.242, 37.92, 6]",29.242, 37.92, 6,usp000cm4v,2004-02-14 06:08:21.900000,06:08:21,2004-02-14,2004,02,14,06,08,21.900000
3.0,Turkey,1076759001500,1415323281141,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cm5f,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000cm5f&format=geojson,,,,,reviewed,0,138,us,p000cm5f,",usp000cm5f,",",us,",",impact-text,origin,phase-data,",8.0,,,147.8,md,earthquake,"M 3.0 - 18 km ENE of Sava?tepe, Turkey","[27.839, 39.473, 10]",27.839, 39.473, 10,usp000cm5f,2004-02-14 14:43:21.500000,14:43:21,2004-02-14,2004,02,14,14,43,21.500000
3.4,Turkey,1076837697400,1415323281440,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cm85,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000cm85&format=geojson,,,,,reviewed,0,178,us,p000cm85,",usp000cm85,",",us,",",impact-text,origin,phase-data,",4.0,,,152.7,md,earthquake,"M 3.4 - 28 km S of ?spir, Turkey","[41.008, 40.219, 7]",41.008, 40.219, 7,usp000cm85,2004-02-15 12:34:57.400000,12:34:57,2004-02-15,2004,02,15,12,34,57.400000
3.3,Turkey,1076849745500,1415323281521,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cm8g,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000cm8g&format=geojson,,,,,reviewed,0,168,us,p000cm8g,",usp000cm8g,",",us,",",impact-text,origin,phase-data,",5.0,,,118.5,md,earthquake,"M 3.3 - 16 km NNE of And?r?n, Turkey","[36.45, 37.701, 10]",36.45, 37.701, 10,usp000cm8g,2004-02-15 15:55:45.500000,15:55:45,2004-02-15,2004,02,15,15,55,45.500000
3.0,Turkey,1076853238200,1415323281529,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cm8k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000cm8k&format=geojson,,,,,reviewed,0,138,us,p000cm8k,",usp000cm8k,",",us,",",impact-text,origin,phase-data,",4.0,,,145.3,md,earthquake,"M 3.0 - 31 km N of Haymana, Turkey","[32.516, 39.713, 22]",32.516, 39.713, 22,usp000cm8k,2004-02-15 16:53:58.200000,16:53:58,2004-02-15,2004,02,15,16,53,58.200000
3.7,Turkey,1076864236900,1415323281552,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cm8w,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000cm8w&format=geojson,,,,,reviewed,0,211,us,p000cm8w,",usp000cm8w,",",us,",",impact-text,origin,phase-data,",7.0,,,157.7,md,earthquake,"M 3.7 - 22 km S of ?spir, Turkey","[41.023, 40.28, 9]",41.023, 40.28, 9,usp000cm8w,2004-02-15 19:57:16.900000,19:57:16,2004-02-15,2004,02,15,19,57,16.900000
3.5,Turkey,1076870629800,1415323281574,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cm92,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000cm92&format=geojson,,,,,reviewed,0,188,us,p000cm92,",usp000cm92,",",us,",",impact-text,origin,phase-data,",7.0,,,111.7,md,earthquake,"M 3.5 - 15 km W of And?r?n, Turkey","[36.175, 37.586, 10]",36.175, 37.586, 10,usp000cm92,2004-02-15 21:43:49.800000,21:43:49,2004-02-15,2004,02,15,21,43,49.800000
3.7,Turkey,1076875380500,1415323281605,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cm98,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000cm98&format=geojson,,,,,reviewed,0,211,us,p000cm98,",usp000cm98,",",us,",",impact-text,origin,phase-data,",9.0,,,119.2,md,earthquake,"M 3.7 - 20 km WSW of Do?anyol, Turkey","[38.82, 38.243, 11]",38.82, 38.243, 11,usp000cm98,2004-02-15 23:03:00.500000,23:03:00,2004-02-15,2004,02,15,23,03,00.500000
3.2,Turkey,1076876457800,1415323281609,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cm9a,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000cm9a&format=geojson,,,,,reviewed,0,158,us,p000cm9a,",usp000cm9a,",",us,",",impact-text,origin,phase-data,",4.0,,,137.5,md,earthquake,"M 3.2 - 16 km NW of And?r?n, Turkey","[36.203, 37.66, 10]",36.203, 37.66, 10,usp000cm9a,2004-02-15 23:20:57.800000,23:20:57,2004-02-15,2004,02,15,23,20,57.800000
3.4,Turkey,1076877629500,1415323281615,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cm9e,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000cm9e&format=geojson,,,,,reviewed,0,178,us,p000cm9e,",usp000cm9e,",",us,",",impact-text,origin,phase-data,",6.0,,,120.3,md,earthquake,"M 3.4 - 18 km W of Do?anyol, Turkey","[38.829, 38.289, 4]",38.829, 38.289, 4,usp000cm9e,2004-02-15 23:40:29.500000,23:40:29,2004-02-15,2004,02,15,23,40,29.500000
3.1,Turkey,1076920281800,1415323281734,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cmaw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000cmaw&format=geojson,,,,,reviewed,0,148,us,p000cmaw,",usp000cmaw,",",us,",",impact-text,origin,phase-data,",9.0,,,66.3,md,earthquake,"M 3.1 - 8 km ENE of Buldan, Turkey","[28.92, 38.064, 5]",28.92, 38.064, 5,usp000cmaw,2004-02-16 11:31:21.800000,11:31:21,2004-02-16,2004,02,16,11,31,21.800000
3.0,Turkey,1076983188400,1415323281908,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cmcq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000cmcq&format=geojson,,,,,reviewed,0,138,us,p000cmcq,",usp000cmcq,",",us,",",impact-text,origin,phase-data,",4.0,,,207.9,md,earthquake,"M 3.0 - 18 km NW of ?hsaniye, Turkey","[30.251, 39.128, 1]",30.251, 39.128, 1,usp000cmcq,2004-02-17 04:59:48.400000,04:59:48,2004-02-17,2004,02,17,04,59,48.400000
3.1,Turkey,1076991836700,1415323281931,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cmd0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000cmd0&format=geojson,,,,,reviewed,0,148,us,p000cmd0,",usp000cmd0,",",us,",",impact-text,origin,phase-data,",20.0,,,83.1,md,earthquake,"M 3.1 - 21 km NNE of Akhisar, Turkey","[27.944, 39.096, 18]",27.944, 39.096, 18,usp000cmd0,2004-02-17 07:23:56.700000,07:23:56,2004-02-17,2004,02,17,07,23,56.700000
